"dec1","dec2","dec3","hex1","hex2","hex3","modrm","#operands","operand1","operand2","66H ?","REP ?","REPE ?","mnemonic","#asm_operands","asm operand1","asm operand2","asm operand3","eflags","fpu flags","exception fpu","exception p","exception r","exception v",
15,34,241,"0F",22,"F1",,0,,,FALSE,,,"mov",2,"cr6","ecx",,,,,"GP","GP","GP",
15,34,242,"0F",22,"F2",,0,,,FALSE,,,"mov",2,"cr6","edx",,,,,"GP","GP","GP",
15,34,243,"0F",22,"F3",,0,,,FALSE,,,"mov",2,"cr6","ebx",,,,,"GP","GP","GP",
15,34,244,"0F",22,"F4",,0,,,FALSE,,,"mov",2,"cr6","esp",,,,,"GP","GP","GP",
15,34,245,"0F",22,"F5",,0,,,FALSE,,,"mov",2,"cr6","ebp",,,,,"GP","GP","GP",
15,34,246,"0F",22,"F6",,0,,,FALSE,,,"mov",2,"cr6","esi",,,,,"GP","GP","GP",
15,34,247,"0F",22,"F7",,0,,,FALSE,,,"mov",2,"cr6","edi",,,,,"GP","GP","GP",
15,34,248,"0F",22,"F8",,0,,,FALSE,,,"mov",2,"cr7","eax",,,,,"GP","GP","GP",
15,34,249,"0F",22,"F9",,0,,,FALSE,,,"mov",2,"cr7","ecx",,,,,"GP","GP","GP",
15,34,250,"0F",22,"FA",,0,,,FALSE,,,"mov",2,"cr7","edx",,,,,"GP","GP","GP",
15,34,251,"0F",22,"FB",,0,,,FALSE,,,"mov",2,"cr7","ebx",,,,,"GP","GP","GP",
15,34,252,"0F",22,"FC",,0,,,FALSE,,,"mov",2,"cr7","esp",,,,,"GP","GP","GP",
15,34,253,"0F",22,"FD",,0,,,FALSE,,,"mov",2,"cr7","ebp",,,,,"GP","GP","GP",
15,34,254,"0F",22,"FE",,0,,,FALSE,,,"mov",2,"cr7","esi",,,,,"GP","GP","GP",
15,34,255,"0F",22,"FF",,0,,,FALSE,,,"mov",2,"cr7","edi",,,,,"GP","GP","GP",
15,35,192,"0F",23,"C0",,0,,,FALSE,,,"mov",2,"dr0","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,193,"0F",23,"C1",,0,,,FALSE,,,"mov",2,"dr0","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,194,"0F",23,"C2",,0,,,FALSE,,,"mov",2,"dr0","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,195,"0F",23,"C3",,0,,,FALSE,,,"mov",2,"dr0","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,196,"0F",23,"C4",,0,,,FALSE,,,"mov",2,"dr0","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,197,"0F",23,"C5",,0,,,FALSE,,,"mov",2,"dr0","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,198,"0F",23,"C6",,0,,,FALSE,,,"mov",2,"dr0","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,199,"0F",23,"C7",,0,,,FALSE,,,"mov",2,"dr0","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,200,"0F",23,"C8",,0,,,FALSE,,,"mov",2,"dr1","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,201,"0F",23,"C9",,0,,,FALSE,,,"mov",2,"dr1","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,202,"0F",23,"CA",,0,,,FALSE,,,"mov",2,"dr1","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,203,"0F",23,"CB",,0,,,FALSE,,,"mov",2,"dr1","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,204,"0F",23,"CC",,0,,,FALSE,,,"mov",2,"dr1","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,205,"0F",23,"CD",,0,,,FALSE,,,"mov",2,"dr1","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,206,"0F",23,"CE",,0,,,FALSE,,,"mov",2,"dr1","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,207,"0F",23,"CF",,0,,,FALSE,,,"mov",2,"dr1","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,208,"0F",23,"D0",,0,,,FALSE,,,"mov",2,"dr2","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,209,"0F",23,"D1",,0,,,FALSE,,,"mov",2,"dr2","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,210,"0F",23,"D2",,0,,,FALSE,,,"mov",2,"dr2","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,211,"0F",23,"D3",,0,,,FALSE,,,"mov",2,"dr2","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,212,"0F",23,"D4",,0,,,FALSE,,,"mov",2,"dr2","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,213,"0F",23,"D5",,0,,,FALSE,,,"mov",2,"dr2","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,214,"0F",23,"D6",,0,,,FALSE,,,"mov",2,"dr2","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,215,"0F",23,"D7",,0,,,FALSE,,,"mov",2,"dr2","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,216,"0F",23,"D8",,0,,,FALSE,,,"mov",2,"dr3","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,217,"0F",23,"D9",,0,,,FALSE,,,"mov",2,"dr3","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,218,"0F",23,"DA",,0,,,FALSE,,,"mov",2,"dr3","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,219,"0F",23,"DB",,0,,,FALSE,,,"mov",2,"dr3","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,220,"0F",23,"DC",,0,,,FALSE,,,"mov",2,"dr3","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,221,"0F",23,"DD",,0,,,FALSE,,,"mov",2,"dr3","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,222,"0F",23,"DE",,0,,,FALSE,,,"mov",2,"dr3","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,223,"0F",23,"DF",,0,,,FALSE,,,"mov",2,"dr3","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,224,"0F",23,"E0",,0,,,FALSE,,,"mov",2,"dr4","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,225,"0F",23,"E1",,0,,,FALSE,,,"mov",2,"dr4","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,226,"0F",23,"E2",,0,,,FALSE,,,"mov",2,"dr4","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,227,"0F",23,"E3",,0,,,FALSE,,,"mov",2,"dr4","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,228,"0F",23,"E4",,0,,,FALSE,,,"mov",2,"dr4","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,229,"0F",23,"E5",,0,,,FALSE,,,"mov",2,"dr4","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,230,"0F",23,"E6",,0,,,FALSE,,,"mov",2,"dr4","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,231,"0F",23,"E7",,0,,,FALSE,,,"mov",2,"dr4","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,232,"0F",23,"E8",,0,,,FALSE,,,"mov",2,"dr5","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,233,"0F",23,"E9",,0,,,FALSE,,,"mov",2,"dr5","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,234,"0F",23,"EA",,0,,,FALSE,,,"mov",2,"dr5","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,235,"0F",23,"EB",,0,,,FALSE,,,"mov",2,"dr5","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,236,"0F",23,"EC",,0,,,FALSE,,,"mov",2,"dr5","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,237,"0F",23,"ED",,0,,,FALSE,,,"mov",2,"dr5","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,238,"0F",23,"EE",,0,,,FALSE,,,"mov",2,"dr5","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,239,"0F",23,"EF",,0,,,FALSE,,,"mov",2,"dr5","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,240,"0F",23,"F0",,0,,,FALSE,,,"mov",2,"dr6","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,241,"0F",23,"F1",,0,,,FALSE,,,"mov",2,"dr6","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,242,"0F",23,"F2",,0,,,FALSE,,,"mov",2,"dr6","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,243,"0F",23,"F3",,0,,,FALSE,,,"mov",2,"dr6","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,244,"0F",23,"F4",,0,,,FALSE,,,"mov",2,"dr6","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,245,"0F",23,"F5",,0,,,FALSE,,,"mov",2,"dr6","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,246,"0F",23,"F6",,0,,,FALSE,,,"mov",2,"dr6","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,247,"0F",23,"F7",,0,,,FALSE,,,"mov",2,"dr6","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,248,"0F",23,"F8",,0,,,FALSE,,,"mov",2,"dr7","eax",,,,,"GP,DB,UD","DB,UD","GP",
15,35,249,"0F",23,"F9",,0,,,FALSE,,,"mov",2,"dr7","ecx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,250,"0F",23,"FA",,0,,,FALSE,,,"mov",2,"dr7","edx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,251,"0F",23,"FB",,0,,,FALSE,,,"mov",2,"dr7","ebx",,,,,"GP,DB,UD","DB,UD","GP",
15,35,252,"0F",23,"FC",,0,,,FALSE,,,"mov",2,"dr7","esp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,253,"0F",23,"FD",,0,,,FALSE,,,"mov",2,"dr7","ebp",,,,,"GP,DB,UD","DB,UD","GP",
15,35,254,"0F",23,"FE",,0,,,FALSE,,,"mov",2,"dr7","esi",,,,,"GP,DB,UD","DB,UD","GP",
15,35,255,"0F",23,"FF",,0,,,FALSE,,,"mov",2,"dr7","edi",,,,,"GP,DB,UD","DB,UD","GP",
15,48,0,"0F",30,,,0,,,FALSE,,,"wrmsr",0,,,,,,,"GP","GP","GP","pentium-"
15,49,0,"0F",31,,,0,,,FALSE,,,"rdtsc",0,,,,,,,"GP",,"GP","pentium-"
15,50,0,"0F",32,,,0,,,FALSE,,,"rdmsr",0,,,,,,,"GP","GP","GP","pentium-"
15,51,0,"0F",33,,,0,,,FALSE,,,"rdpmc",0,,,,,,,"GP","GP","GP","pentium-"
15,52,0,"0F",34,,,0,,,FALSE,,,"sysenter",0,,,,"VM,IF,RF",,,"GP","GP","GP",
15,53,0,"0F",35,,,0,,,FALSE,,,"sysexit",0,,,,,,,"GP","GP","GP",
15,64,0,"0F",40,,"/r",0,,,TRUE,,,"cmovo",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,65,0,"0F",41,,"/r",0,,,TRUE,,,"cmovno",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,66,0,"0F",42,,"/r",0,,,TRUE,,,"cmovb",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,67,0,"0F",43,,"/r",0,,,TRUE,,,"cmovae",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,68,0,"0F",44,,"/r",0,,,TRUE,,,"cmove",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,69,0,"0F",45,,"/r",0,,,TRUE,,,"cmovne",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,70,0,"0F",46,,"/r",0,,,TRUE,,,"cmovbe",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,71,0,"0F",47,,"/r",0,,,TRUE,,,"cmova",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,72,0,"0F",48,,"/r",0,,,TRUE,,,"cmovs",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,73,0,"0F",49,,"/r",0,,,TRUE,,,"cmovns",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,74,0,"0F","4A",,"/r",0,,,TRUE,,,"cmovp",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,75,0,"0F","4B",,"/r",0,,,TRUE,,,"cmovnp",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,76,0,"0F","4C",,"/r",0,,,TRUE,,,"cmovl",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,77,0,"0F","4D",,"/r",0,,,TRUE,,,"cmovge",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,78,0,"0F","4E",,"/r",0,,,TRUE,,,"cmovle",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,79,0,"0F","4F",,"/r",0,,,TRUE,,,"cmovg",2,"r 16/32","r/m 16/32",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","p6-"
15,119,0,"0F",77,,,0,,,FALSE,,,"emms",0,,,,,,,"UD,NM,MF","UD,NM,MF","UD,NM,MF",
15,128,0,"0F",80,,,1,"imm 16/32",,TRUE,,,"jo",1,"imm 16/32",,,,,,"GP","GP","GP",
15,129,0,"0F",81,,,1,"imm 16/32",,TRUE,,,"jno",1,"imm 16/32",,,,,,"GP","GP","GP",
15,130,0,"0F",82,,,1,"imm 16/32",,TRUE,,,"jc",1,"imm 16/32",,,,,,"GP","GP","GP",
15,131,0,"0F",83,,,1,"imm 16/32",,TRUE,,,"jnc",1,"imm 16/32",,,,,,"GP","GP","GP",
15,132,0,"0F",84,,,1,"imm 16/32",,TRUE,,,"jz",1,"imm 16/32",,,,,,"GP","GP","GP",
15,133,0,"0F",85,,,1,"imm 16/32",,TRUE,,,"jnz",1,"imm 16/32",,,,,,"GP","GP","GP",
15,134,0,"0F",86,,,1,"imm 16/32",,TRUE,,,"jna",1,"imm 16/32",,,,,,"GP","GP","GP",
15,135,0,"0F",87,,,1,"imm 16/32",,TRUE,,,"ja",1,"imm 16/32",,,,,,"GP","GP","GP",
15,136,0,"0F",88,,,1,"imm 16/32",,TRUE,,,"js",1,"imm 16/32",,,,,,"GP","GP","GP",
15,137,0,"0F",89,,,1,"imm 16/32",,TRUE,,,"jns",1,"imm 16/32",,,,,,"GP","GP","GP",
15,138,0,"0F","8A",,,1,"imm 16/32",,TRUE,,,"jp",1,"imm 16/32",,,,,,"GP","GP","GP",
15,139,0,"0F","8B",,,1,"imm 16/32",,TRUE,,,"jnp",1,"imm 16/32",,,,,,"GP","GP","GP",
15,140,0,"0F","8C",,,1,"imm 16/32",,TRUE,,,"jl",1,"imm 16/32",,,,,,"GP","GP","GP",
15,141,0,"0F","8D",,,1,"imm 16/32",,TRUE,,,"jnl",1,"imm 16/32",,,,,,"GP","GP","GP",
15,142,0,"0F","8E",,,1,"imm 16/32",,TRUE,,,"jng",1,"imm 16/32",,,,,,"GP","GP","GP",
15,143,0,"0F","8F",,,1,"imm 16/32",,TRUE,,,"jg",1,"imm 16/32",,,,,,"GP","GP","GP",
15,144,0,"0F",90,,"/r",0,,,FALSE,,,"seto",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,145,0,"0F",91,,"/r",0,,,FALSE,,,"setno",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,146,0,"0F",92,,"/r",0,,,FALSE,,,"setc",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,147,0,"0F",93,,"/r",0,,,FALSE,,,"setnc",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,148,0,"0F",94,,"/r",0,,,FALSE,,,"setz",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,149,0,"0F",95,,"/r",0,,,FALSE,,,"setnz",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,150,0,"0F",96,,"/r",0,,,FALSE,,,"setna",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,151,0,"0F",97,,"/r",0,,,FALSE,,,"seta",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,152,0,"0F",98,,"/r",0,,,FALSE,,,"sets",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,153,0,"0F",99,,"/r",0,,,FALSE,,,"setns",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,154,0,"0F","9A",,"/r",0,,,FALSE,,,"setp",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,155,0,"0F","9B",,"/r",0,,,FALSE,,,"setnp",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,156,0,"0F","9C",,"/r",0,,,FALSE,,,"setl",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,157,0,"0F","9D",,"/r",0,,,FALSE,,,"setnl",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,158,0,"0F","9E",,"/r",0,,,FALSE,,,"setng",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,159,0,"0F","9F",,"/r",0,,,FALSE,,,"setg",1,"r/m 8",,,,,,"GP,SS,PF","GP,SS","GP,SS,PF",
15,161,0,"0F","A1",,,0,,,FALSE,,,"pop",1,"fs",,,,,,"GP,SS,NP,PF,AC","GP","GP,PF,AC",
15,162,0,"0F","A2",,,0,,,FALSE,,,"cpuid",0,,,,,,,"UD","UD","UD","486-"
15,163,0,"0F","A3",,"/r",0,,,TRUE,,,"bt",2,"r/m 16/32","r 16/32",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,164,0,"0F","A4",,"/r",1,"imm 8",,TRUE,,,"shld",2,"r/m 16/32","imm 8",,"CF,OF,SF,ZF,PF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,165,0,"0F","A5",,"/r",0,,,TRUE,,,"shld",2,"r/m 16/32","cl",,"CF,OF,SF,ZF,PF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,169,0,"0F","A9",,,0,,,FALSE,,,"pop",1,"gs",,,,,,"GP,SS,NP,PF,AC","GP","GP,PF,AC",
15,170,0,"0F","AA",,,0,,,FALSE,,,"rsm",0,,,,,,,"UD","UD","UD",
15,171,0,"0F","AB",,,0,,,TRUE,,,"bts",2,"r/m 16/32","r 16/32",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,172,0,"0F","AC",,"/r",1,"imm 8",,TRUE,,,"shrd",2,"r/m 16/32","imm 8",,"CF,OF,SF,ZF,PF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,173,0,"0F","AD",,"/r",0,,,TRUE,,,"shrd",2,"r/m 16/32","cl",,"CF,OF,SF,ZF,PF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,174,0,"0F","AE",,"/0",0,,,FALSE,,,"fxsave",1,"m 4096",,,,,,"GP,SS,PF,NM,AC,UD","GP,NM,UD","GP,NM,UD,PF,AC",
15,174,0,"0F","AE",,"/1",0,,,FALSE,,,"fxrstor",1,"m 4096",,,,,,"GP,SS,PF,NM,AC,UD","GP,NM,UD","GP,NM,UD,PF,AC",
15,174,0,"0F","AE",,"/2",0,,,FALSE,,,"ldmxcsr",1,"m 32",,,,,,"GP,SS,PF,NM","GP,NM,UD","GP,NM,UD,PF,AC",
15,174,0,"0F","AE",,"/3",0,,,FALSE,,,"stmxcsr",1,"m 32",,,,,,"GP,SS,PF,NM,AC,UD","GP,NM,UD","GP,NM,UD,PF,AC",
15,174,0,"0F","AE",,"/5",0,,,FALSE,,,"lfence",0,,,,,,,,,,
15,174,0,"0F","AE",,"/6",0,,,FALSE,,,"mfence",0,,,,,,,,,,
15,174,0,"0F","AE",,"/7",0,,,FALSE,,,"clflush",1,"m 8",,,,,,"GP,SS,PF,UD","GP,UD","GP,PF,UD",
15,174,0,"0F","AE",,"/7",0,,,FALSE,,,"sfence",0,,,,,,,,,,
15,175,0,"0F","AF",,"/r",0,,,TRUE,,,"imul",2,"r 16/32","r/m 16/32",,"CF,OF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,176,0,"0F","B0",,"/r",0,,,FALSE,,,"cmpxchg",2,"r/m 8","r 8",,"ZF,CF,PF,AF,SF,OF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","486-"
15,177,0,"0F","B1",,"/r",0,,,TRUE,,,"cmpxchg",2,"r/m 16/32","r 16/32",,"ZF,CF,PF,AF,SF,OF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","486-"
15,178,0,"0F","B2",,"/r",0,,,TRUE,,,"lss",2,"r 16/32","m 32/48",,,,,"GP,SS,NP,PF,AC,UD","GP,SS,UD","GP,SS,PF,AC,UD",
15,179,0,"0F","B3",,"/r",0,,,TRUE,,,"btr",2,"r/m 16/32","r 16/32",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,180,0,"0F","B4",,"/r",0,,,TRUE,,,"lfs",2,"r 16/32","m 32/48",,,,,"GP,SS,NP,PF,AC,UD","GP,SS,UD","GP,SS,PF,AC,UD",
15,181,0,"0F","B5",,"/r",0,,,TRUE,,,"lgs",2,"r 16/32","m 32/48",,,,,"GP,SS,NP,PF,AC,UD","GP,SS,UD","GP,SS,PF,AC,UD",
15,182,0,"0F","B6",,"/r",0,,,TRUE,,,"movzx",2,"r 16/32","r/m 8",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,183,0,"0F","B7",,"/r",0,,,FALSE,,,"movzx",2,"r 32","r/m 16",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,186,0,"0F","BA",,"/4",1,"imm 8",,TRUE,,,"bt",2,"r/m 16/32","imm 8",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,186,0,"0F","BA",,"/5",1,"imm 8",,TRUE,,,"bts",2,"r/m 16/32","imm 8",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,186,0,"0F","BA",,"/6",1,"imm 8",,TRUE,,,"btr",2,"r/m 16/32","imm 8",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,186,0,"0F","BA",,"/7",1,"imm 8",,TRUE,,,"btc",2,"r/m 16/32","imm 8",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,187,0,"0F","BB",,"/r",0,,,TRUE,,,"btc",2,"r/m 16/32","r 16/32",,"CF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,188,0,"0F","BC",,"/r",0,,,TRUE,,,"bsf",2,"r 16/32","r/m 16/32",,"ZF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,189,0,"0F","BD",,"/r",0,,,TRUE,,,"bsr",2,"r 16/32","r/m 16/32",,"ZF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC",
15,190,0,"0F","BE",,"/r",0,,,TRUE,,,"movsx",2,"r 16/32","r/m 8",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF",
15,191,0,"0F","BF",,"/r",0,,,FALSE,,,"movsx",2,"r 32","r/m 16",,,,,"GP,SS,PF,AC","GP,SS","GP,SS,PF",
15,192,0,"0F","C0",,"/r",0,,,FALSE,,,"xadd",2,"r/m 8","r 8",,"CF,PF,AF,SF,ZF,OF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","486-"
15,193,0,"0F","C1",,"/r",0,,,TRUE,,,"xadd",2,"r/m 16/32","r 16/32",,"CF,PF,AF,SF,ZF,OF",,,"GP,SS,PF,AC","GP,SS","GP,SS,PF,AC","486-"
15,195,0,"0F","C3",,"/r",0,,,FALSE,,,"movnti",2,"m 32","r 32",,,,,"GP,SS,PF,UD","GP,UD","GP,PF,UD",
15,199,0,"0F","C7",,"/1",0,,,FALSE,,,"cmpxchg8b",1,"m 64",,,"ZF",,,"GP,SS,PF,AC,UD","GP,SS,UD","GP,SS,PF,AC,UD","pentium-"
15,200,0,"0F","C8",,,0,,,FALSE,,,"bswap",1,"eax",,,,,,,,,"486-"
15,201,0,"0F","C9",,,0,,,FALSE,,,"bswap",1,"ecx",,,,,,,,,"486-"
15,202,0,"0F","CA",,,0,,,FALSE,,,"bswap",1,"edx",,,,,,,,,"486-"
15,203,0,"0F","CB",,,0,,,FALSE,,,"bswap",1,"ebx",,,,,,,,,"486-"
15,204,0,"0F","CC",,,0,,,FALSE,,,"bswap",1,"esp",,,,,,,,,"486-"
15,205,0,"0F","CD",,,0,,,FALSE,,,"bswap",1,"ebp",,,,,,,,,"486-"
15,206,0,"0F","CE",,,0,,,FALSE,,,"bswap",1,"esi",,,,,,,,,"486-"
15,207,0,"0F","CF",,,0,,,FALSE,,,"bswap",1,"edi",,,,,,,,,"486-"
